student_id,school_type,school_major_detail,initial_choice_program,recommended_top1_program,recommended_top1_program_id,recommended_top1_score,recommended_top3_programs,recommended_top5_programs,alignment_status,advisory_message,generator_version
STU-003399,SMK,Farmasi Klinis dan Komunitas,Ilmu Hukum,Teknik Informatika,PRG2-001,0.821,Teknik Informatika|Farmasi|Kimia,Teknik Informatika|Farmasi|Kimia|Sains Data|Statistika,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-003400,SMA,Seni/Kreatif,Pendidikan Bahasa Inggris,Pendidikan Bahasa Inggris,PRG2-025,0.95,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Ilmu Komunikasi,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Ilmu Komunikasi|Kesehatan Masyarakat|Psikologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003401,SMK,Manajemen Perkantoran dan Layanan Bisnis,Biologi,Pendidikan Guru Sekolah Dasar,PRG2-024,0.895,Pendidikan Guru Sekolah Dasar|Kesehatan Masyarakat|Keperawatan,Pendidikan Guru Sekolah Dasar|Kesehatan Masyarakat|Keperawatan|Pendidikan Bahasa Inggris|Pariwisata,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-003402,SMK,Pemasaran - Bisnis Digital,Farmasi,Farmasi,PRG2-016,0.938,Farmasi|Kimia|Statistika,Farmasi|Kimia|Statistika|Sains Data|Pendidikan Dokter,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003403,SMK,Desain Komunikasi Visual,Keperawatan,Keperawatan,PRG2-017,0.843,Keperawatan|Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar,Keperawatan|Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar|Pariwisata|Psikologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003404,SMK,Pemasaran - Bisnis Digital,Arsitektur,Arsitektur,PRG2-010,0.968,Arsitektur|Desain Produk|Desain Komunikasi Visual,Arsitektur|Desain Produk|Desain Komunikasi Visual|Film dan Televisi|Ilmu Komunikasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003405,SMA,Pilihan Campuran Kurikulum Merdeka,Teknik Informatika,Teknik Informatika,PRG2-001,0.905,Teknik Informatika|Teknik Elektro|Teknik Mesin,Teknik Informatika|Teknik Elektro|Teknik Mesin|Teknologi Informasi|Sains Data,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003406,SMK,Akuntansi dan Keuangan Lembaga,Ilmu Gizi,Ilmu Gizi,PRG2-019,0.823,Ilmu Gizi|Pendidikan Bahasa Inggris|Teknologi Pangan,Ilmu Gizi|Pendidikan Bahasa Inggris|Teknologi Pangan|Statistika|Farmasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003407,SMK,Pemasaran - Bisnis Digital,Sistem Informasi,Sistem Informasi,PRG2-002,0.945,Sistem Informasi|Teknik Industri|Akuntansi,Sistem Informasi|Teknik Industri|Akuntansi|Bisnis Digital|Sains Data,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003408,SMA,IPS/Soshum,Manajemen,Manajemen,PRG2-026,0.759,Manajemen|Akuntansi|Ilmu Hukum,Manajemen|Akuntansi|Ilmu Hukum|Teknik Industri|Sistem Informasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003409,SMA,Pilihan Campuran Kurikulum Merdeka,Manajemen,Manajemen,PRG2-026,0.797,Manajemen|Bisnis Digital|Keperawatan,Manajemen|Bisnis Digital|Keperawatan|Pendidikan Guru Sekolah Dasar|Agribisnis,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003410,MA,Keagamaan,Pendidikan Dokter,Psikologi,PRG2-020,0.815,Psikologi|Administrasi Publik|Pendidikan Guru Sekolah Dasar,Psikologi|Administrasi Publik|Pendidikan Guru Sekolah Dasar|Kesehatan Masyarakat|Pendidikan Bahasa Inggris,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-003411,SMA,Seni/Kreatif,Psikologi,Psikologi,PRG2-020,0.874,Psikologi|Kesehatan Masyarakat|Keperawatan,Psikologi|Kesehatan Masyarakat|Keperawatan|Pendidikan Guru Sekolah Dasar|Administrasi Publik,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003412,SMK,Farmasi Klinis dan Komunitas,Belum yakin,Arsitektur,PRG2-010,0.919,Arsitektur|Desain Komunikasi Visual|Desain Produk,Arsitektur|Desain Komunikasi Visual|Desain Produk|Film dan Televisi|Teknik Sipil,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-003413,SMK,Agribisnis Tanaman/Ternak/Perikanan,Agribisnis,Agribisnis,PRG2-032,0.993,Agribisnis|Agroteknologi|Teknologi Pangan,Agribisnis|Agroteknologi|Teknologi Pangan|Biologi|Manajemen,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003414,SMK,Desain Komunikasi Visual,Biologi,Biologi,PRG2-013,0.913,Biologi|Agroteknologi|Farmasi,Biologi|Agroteknologi|Farmasi|Ilmu Gizi|Teknologi Pangan,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003415,SMK,Farmasi Klinis dan Komunitas,Teknik Sipil,Teknik Sipil,PRG2-009,0.975,Teknik Sipil|Teknik Elektro|Teknik Mesin,Teknik Sipil|Teknik Elektro|Teknik Mesin|Arsitektur|Desain Produk,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003416,SMK,Teknik Mesin,Desain Komunikasi Visual,Desain Komunikasi Visual,PRG2-029,0.775,Desain Komunikasi Visual|Desain Produk|Arsitektur,Desain Komunikasi Visual|Desain Produk|Arsitektur|Teknik Mesin|Film dan Televisi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003417,SMK,Pemasaran - Bisnis Digital,Sistem Informasi,Sistem Informasi,PRG2-002,0.889,Sistem Informasi|Bisnis Digital|Teknik Industri,Sistem Informasi|Bisnis Digital|Teknik Industri|Manajemen|Ilmu Komunikasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003418,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Belum yakin,Manajemen,PRG2-026,0.825,Manajemen|Bisnis Digital|Administrasi Publik,Manajemen|Bisnis Digital|Administrasi Publik|Ilmu Hukum|Sistem Informasi,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-003419,SMA,Bahasa dan Budaya,Teknik Mesin,Pendidikan Bahasa Inggris,PRG2-025,0.934,Pendidikan Bahasa Inggris|Ilmu Komunikasi|Pendidikan Guru Sekolah Dasar,Pendidikan Bahasa Inggris|Ilmu Komunikasi|Pendidikan Guru Sekolah Dasar|Psikologi|Pariwisata,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-003420,SMA,Seni/Kreatif,Pendidikan Dokter,Pendidikan Dokter,PRG2-015,1.0,Pendidikan Dokter|Farmasi|Kimia,Pendidikan Dokter|Farmasi|Kimia|Ekonomi Pembangunan|Matematika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003421,SMA,IPS/Soshum,Desain Produk,Desain Produk,PRG2-030,0.888,Desain Produk|Arsitektur|Desain Komunikasi Visual,Desain Produk|Arsitektur|Desain Komunikasi Visual|Film dan Televisi|Ilmu Komunikasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003422,MA,Keagamaan,Ilmu Hukum,Ilmu Hukum,PRG2-022,0.92,Ilmu Hukum|Pendidikan Dokter|Ilmu Komunikasi,Ilmu Hukum|Pendidikan Dokter|Ilmu Komunikasi|Akuntansi|Ilmu Gizi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003423,SMK,Desain Komunikasi Visual,Akuntansi,Farmasi,PRG2-016,0.958,Farmasi|Kimia|Pendidikan Dokter,Farmasi|Kimia|Pendidikan Dokter|Statistika|Akuntansi,sebagian_selaras,"Pilihan awal masih cukup relevan, tetapi siswa perlu membandingkan beberapa alternatif program studi.",stage10-v2.0
STU-003424,MA,Keagamaan,Ilmu Hukum,Ilmu Hukum,PRG2-022,0.938,Ilmu Hukum|Administrasi Publik|Sistem Informasi,Ilmu Hukum|Administrasi Publik|Sistem Informasi|Akuntansi|Teknik Industri,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003425,SMK,Farmasi Klinis dan Komunitas,Akuntansi,Ilmu Gizi,PRG2-019,0.84,Ilmu Gizi|Teknologi Pangan|Kesehatan Masyarakat,Ilmu Gizi|Teknologi Pangan|Kesehatan Masyarakat|Biologi|Farmasi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-003426,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Teknologi Informasi,Teknologi Informasi,PRG2-004,0.975,Teknologi Informasi|Teknik Informatika|Teknik Elektro,Teknologi Informasi|Teknik Informatika|Teknik Elektro|Teknik Mesin|Sains Data,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003427,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Teknik Informatika,Teknik Informatika,PRG2-001,0.96,Teknik Informatika|Teknologi Informasi|Teknik Mesin,Teknik Informatika|Teknologi Informasi|Teknik Mesin|Teknik Elektro|Teknik Sipil,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003428,SMK,Farmasi Klinis dan Komunitas,Film dan Televisi,Film dan Televisi,PRG2-031,0.845,Film dan Televisi|Desain Komunikasi Visual|Arsitektur,Film dan Televisi|Desain Komunikasi Visual|Arsitektur|Desain Produk|Kesehatan Masyarakat,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003429,SMK,Pengembangan Gim,Teknik Elektro,Teknik Elektro,PRG2-006,0.929,Teknik Elektro|Teknik Informatika|Teknik Mesin,Teknik Elektro|Teknik Informatika|Teknik Mesin|Teknologi Informasi|Kimia,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003430,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Administrasi Publik,Administrasi Publik,PRG2-023,0.801,Administrasi Publik|Kesehatan Masyarakat|Keperawatan,Administrasi Publik|Kesehatan Masyarakat|Keperawatan|Pendidikan Guru Sekolah Dasar|Psikologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003431,SMA,IPS/Soshum,Statistika,Statistika,PRG2-012,0.913,Statistika|Sains Data|Ekonomi Pembangunan,Statistika|Sains Data|Ekonomi Pembangunan|Matematika|Kimia,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003432,SMK,Desain Komunikasi Visual,Belum yakin,Statistika,PRG2-012,0.761,Statistika|Sains Data|Farmasi,Statistika|Sains Data|Farmasi|Kimia|Ekonomi Pembangunan,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-003433,SMK,Teknik Mesin,Ekonomi Pembangunan,Akuntansi,PRG2-027,0.788,Akuntansi|Manajemen|Teknik Industri,Akuntansi|Manajemen|Teknik Industri|Bisnis Digital|Sistem Informasi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-003434,SMK,Pemasaran - Bisnis Digital,Pariwisata,Pariwisata,PRG2-035,0.881,Pariwisata|Bisnis Digital|Manajemen,Pariwisata|Bisnis Digital|Manajemen|Ilmu Komunikasi|Kesehatan Masyarakat,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003435,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Ilmu Komunikasi,Ilmu Komunikasi,PRG2-021,0.92,Ilmu Komunikasi|Pendidikan Bahasa Inggris|Pariwisata,Ilmu Komunikasi|Pendidikan Bahasa Inggris|Pariwisata|Bisnis Digital|Ilmu Hukum,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003436,MA,MIPA/IPA,Psikologi,Psikologi,PRG2-020,0.905,Psikologi|Kesehatan Masyarakat|Administrasi Publik,Psikologi|Kesehatan Masyarakat|Administrasi Publik|Keperawatan|Pendidikan Guru Sekolah Dasar,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003437,MA,MIPA/IPA,Administrasi Publik,Administrasi Publik,PRG2-023,0.93,Administrasi Publik|Psikologi|Kesehatan Masyarakat,Administrasi Publik|Psikologi|Kesehatan Masyarakat|Manajemen|Keperawatan,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003438,SMA,Pilihan Campuran Kurikulum Merdeka,Kesehatan Masyarakat,Kesehatan Masyarakat,PRG2-018,0.936,Kesehatan Masyarakat|Keperawatan|Psikologi,Kesehatan Masyarakat|Keperawatan|Psikologi|Ilmu Gizi|Pendidikan Guru Sekolah Dasar,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003439,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Manajemen,Manajemen,PRG2-026,0.773,Manajemen|Kesehatan Masyarakat|Arsitektur,Manajemen|Kesehatan Masyarakat|Arsitektur|Desain Produk|Desain Komunikasi Visual,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003440,SMA,Seni/Kreatif,Ilmu Gizi,Ilmu Gizi,PRG2-019,0.975,Ilmu Gizi|Teknologi Pangan|Biologi,Ilmu Gizi|Teknologi Pangan|Biologi|Farmasi|Kesehatan Masyarakat,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003441,SMK,Teknik Mesin,Belum yakin,Desain Produk,PRG2-030,0.835,Desain Produk|Desain Komunikasi Visual|Arsitektur,Desain Produk|Desain Komunikasi Visual|Arsitektur|Film dan Televisi|Kesehatan Masyarakat,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-003442,SMK,Manajemen Perkantoran dan Layanan Bisnis,Ilmu Gizi,Ilmu Gizi,PRG2-019,0.993,Ilmu Gizi|Biologi|Teknologi Pangan,Ilmu Gizi|Biologi|Teknologi Pangan|Farmasi|Kesehatan Masyarakat,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003443,SMA,MIPA/IPA,Sains Data,Teknik Sipil,PRG2-009,0.902,Teknik Sipil|Arsitektur|Teknik Mesin,Teknik Sipil|Arsitektur|Teknik Mesin|Teknik Elektro|Desain Produk,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-003444,SMK,Layanan Kesehatan,Arsitektur,Agribisnis,PRG2-032,0.826,Agribisnis|Bisnis Digital|Arsitektur,Agribisnis|Bisnis Digital|Arsitektur|Teknologi Pangan|Teknik Sipil,cukup_selaras,"Pilihan awal masih cukup relevan, tetapi siswa perlu membandingkan beberapa alternatif program studi.",stage10-v2.0
STU-003445,SMK,Teknik Mesin,Kesehatan Masyarakat,Kesehatan Masyarakat,PRG2-018,0.944,Kesehatan Masyarakat|Keperawatan|Pendidikan Guru Sekolah Dasar,Kesehatan Masyarakat|Keperawatan|Pendidikan Guru Sekolah Dasar|Ilmu Gizi|Psikologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003446,SMK,Teknik Mesin,Agroteknologi,Agroteknologi,PRG2-033,0.913,Agroteknologi|Teknik Mesin|Agribisnis,Agroteknologi|Teknik Mesin|Agribisnis|Teknologi Pangan|Biologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003447,SMK,Akuntansi dan Keuangan Lembaga,Arsitektur,Arsitektur,PRG2-010,0.905,Arsitektur|Desain Komunikasi Visual|Desain Produk,Arsitektur|Desain Komunikasi Visual|Desain Produk|Film dan Televisi|Ilmu Komunikasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003448,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Pariwisata,Pariwisata,PRG2-035,0.826,Pariwisata|Manajemen|Agribisnis,Pariwisata|Manajemen|Agribisnis|Bisnis Digital|Ilmu Komunikasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003449,SMA,Bahasa dan Budaya,Belum yakin,Farmasi,PRG2-016,0.893,Farmasi|Kimia|Pendidikan Dokter,Farmasi|Kimia|Pendidikan Dokter|Matematika|Ekonomi Pembangunan,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-003450,SMK,Manajemen Perkantoran dan Layanan Bisnis,Belum yakin,Ilmu Gizi,PRG2-019,0.864,Ilmu Gizi|Teknologi Pangan|Biologi,Ilmu Gizi|Teknologi Pangan|Biologi|Agroteknologi|Farmasi,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-003451,SMK,Layanan Kesehatan,Teknik Sipil,Teknik Sipil,PRG2-009,0.881,Teknik Sipil|Arsitektur|Biologi,Teknik Sipil|Arsitektur|Biologi|Desain Produk|Teknik Mesin,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003452,SMK,Pengembangan Gim,Akuntansi,Akuntansi,PRG2-027,0.819,Akuntansi|Sistem Informasi|Teknik Industri,Akuntansi|Sistem Informasi|Teknik Industri|Farmasi|Statistika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003453,MA,Keagamaan,Teknik Industri,Administrasi Publik,PRG2-023,0.764,Administrasi Publik|Ilmu Hukum|Teknik Industri,Administrasi Publik|Ilmu Hukum|Teknik Industri|Teknik Sipil|Agroteknologi,cukup_selaras,"Pilihan awal masih cukup relevan, tetapi siswa perlu membandingkan beberapa alternatif program studi.",stage10-v2.0
STU-003454,SMA,Bahasa dan Budaya,Belum yakin,Manajemen,PRG2-026,0.88,Manajemen|Pariwisata|Bisnis Digital,Manajemen|Pariwisata|Bisnis Digital|Ilmu Hukum|Administrasi Publik,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-003455,MA,Keagamaan,Keperawatan,Ilmu Hukum,PRG2-022,0.789,Ilmu Hukum|Administrasi Publik|Akuntansi,Ilmu Hukum|Administrasi Publik|Akuntansi|Teknik Industri|Sistem Informasi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-003456,SMA,Pilihan Campuran Kurikulum Merdeka,Biologi,Teknik Mesin,PRG2-008,0.878,Teknik Mesin|Teknologi Informasi|Teknik Elektro,Teknik Mesin|Teknologi Informasi|Teknik Elektro|Teknik Informatika|Kimia,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-003457,SMK,Teknik Elektronika,Farmasi,Farmasi,PRG2-016,0.92,Farmasi|Kimia|Teknologi Pangan,Farmasi|Kimia|Teknologi Pangan|Teknik Elektro|Ilmu Gizi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-003458,SMK,Manajemen Perkantoran dan Layanan Bisnis,Belum yakin,Teknik Informatika,PRG2-001,0.856,Teknik Informatika|Teknologi Informasi|Teknik Elektro,Teknik Informatika|Teknologi Informasi|Teknik Elektro|Teknik Mesin|Sains Data,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
